PropID,Boro,Community Board,Council District,Garden Name,Address,Size,Jurisdiction,NeighborhoodName,Cross Streets,Latitude,Longitude,Postcode,Census Tract,BIN,BBL,NTA
M314,M,M03,1,Miracle Garden - Manhattan,194-196 East 3rd Street,0.12,DPR,East Village,Active,40.722917,-73.983563,10009,3002,1000000,1003980027,East Village                                                               
NA,M,M09,7,Mo Pals,545 West 147th Street,0.039,TPL,Hamilton Heights,Amsterdam & Broadway,40.827075,-73.947928,10031,233,1000000,1020790011,Hamilton Heights                                                           
M347,M,M07,8,Mobilization For Change Community Garden,955 Columbus Avenue,0.043,DPR,Upper West Side,Active,40.799757,-73.962476,10025,193,1000000,1018420061,Morningside Heights                                                        
X342,X,X03,,Model T,1312 Bristow Street.,0.272,DPR,,Active,40.831037,-73.894748,10459,153,2126571,2029650199,Crotona Park East                                                          
M348,M,M12,7,Morris Jumel Community Garden,455-457 W 162nd Street,0.1,DPR,Washington Heights,Active,40.835442,-73.939039,10032,24301,1000000,1021100057,Washington Heights South                                                   
X275,X,X04,14,Mosaic Center (Success Garden),1315-31 Odgen Avenue,0.27,DPR,,Active,,,,,,,
NA,B,B03,0,Mt. Lebanon Baptist Church,354 Stuyvesant Avenue.,NA,PRI,Bed-Stuy,McDonough (corner) & Macon,40.682591,-73.931996,11233,297,3046835,3016700049,Crown Heights North                                                        
B514,B,B05,42,Nehemiah Ten GreenThumb Block Association,565 Barbey Street,0.275,DPR,East New York,Active,40.668571,-73.886439,11207,1162,3000000,3040610018,East New York                                                              
NA,X,X01,17,Neighborhood Advisory Committee,360-362 E. 151st Street,0.135,TPL,Melrose,Courtlandt & Melrose Avenues,40.817871,-73.918523,10455,65,2000000,2023970013,Melrose South-Mott Haven North                                             
NA,M,M09,7,Senior Citizens Sculpture Garden Park,West 153rd Street,0.406,DEP,Hamilton Heights,Street Nicholas & Amsterdam Avenues,,,,,,,
NA,B,B08,36,Neighborhood Community Garden,1123 Saint Marks Avenue,0.073,DPR,,Schenectady & Utica Avenues,40.674258,-73.932456,11213,309,3000000,3013540080,Crown Heights North                                                        
M338,M,M11,8,Neighbors of Vega Baja,E. 109th Street,0.072,DPR,East Harlem,Active,,,,,,,
M349,M,M10,9,New 123rd Street Block Association,"112,114 & 116 W. 123rd Street",0.14,DPR,Harlem,Active,,,,,,,
B518,B,B03,41,New Age Pride (Victory Garden's Group),953 Gates Avenue,0.057,DPR,Bed-Stuy,Active,40.688836,-73.92789,11221,387,3000000,3016320046,Stuyvesant Heights                                                         
NA,B,B03,36,New Harvest (Vrn/Mrcy/Tmpks B.A.),"125,123,121 Vernon Avenue",0.138,HPD,Bed-Stuy,,,,,,,,
X241,X,X02,18,New Hoe Avenue Garden,958 New Hoe Avenue,0.23,DPR,,Active,,,,,,,
B449,B,B05,42,New Vision Garden,590-594 Schenck Avenue.,0.321,DPR,East New York,Active,40.666227,-73.886797,11207,1124,3414689,3040750140,East New York                                                              
B513,B,B16,42,Newport Gardens,823 Rockaway Avenue,0.138,DPR,Brownsville,Active,40.659785,-73.908199,11212,916,3000000,3036030007,Brownsville                                                                
NA,B,B01,0,Nicks Garden,Lorimer and Bayard Streets,NA,DPR,,,,,,,,,
X273,X,X03,15,North LUBAs Community Rock Garden,1665 Longfellow Avenue,NA,DPR,,Active,40.834816,-73.885082,10460,161,2010886,2030020047,Crotona Park East                                                          
NA,B,B01,33,Northside Community Garden,599 Driggs Avenue,0.034,TPL,Williamsburg,c/o Driggs & N. 5th Street,40.716007,-73.957527,11211,519,3000000,3023370001,North Side-South Side                                                      
NA,M,M04,3,Oasis Community Garden (Hellâs Kitchen),511-519 W. 52nd Street,0.115,HPD,Hell's Kitchen,10th & 11th Avenue,40.766411,-73.991989,10019,135,1087777,1010817502,Clinton                                                                    
B425,B,B01,34,Olive Garden,21-25 Olive Street,0.179,DPR,,Active,40.713243,-73.938822,11211,481,3000000,3029200033,East Williamsburg                                                          
M321A,M,M03,2,Open Road Park (LES),404-16 East 12th Street,0.459,DPR,East Village,Active,40.729801,-73.983057,10009,34,1000000,1004390010,East Village                                                               
M354,M,M03,2,Orchard Alley,350-54 East 4th Street,0.224,DPR,East Village,Active,40.721472,-73.978275,10009,2601,1000000,1003730027,Lower East Side                                                            
B024,B,B01,,Orient Grove,Metropolitan Ave. and Orient Ave.,0.149,DPR,,,,,,,,,
B521,B,B05,37,Oriental Garden,369-371 Barbey Street & 326-328 Jerome St,0.188,DPR,East New York,Active,40.673773,-73.887768,11207,1150,       ,          ,East New York                                                              
M365,M,M10,9,Our Little Green Acre,275-277 West 122nd Street,0.052,DPR,,Active,40.807872,-73.951693,10027,222,1000000,1019280105,Central Harlem South                                                       
NA,X,X07,10,P.S. / M.S. 20,3050 Webster Avenue,0.008,DOE,,East 220 & Mosholu Prky,40.870002,-73.878875,10467,425,2086851,2033300001,Norwood                                                                    
NA,B,B06,39,P.S. 107 - Rainbow Garden,1301 8th Avenue,0.023,DOE,,,40.663251,-73.981289,11215,167,3026517,3011010001,Park Slope-Gowanus                                                         
NA,M,M04,0,P.S. 11,320 West 21st Street  NY NY 10011,NA,DOE,Chelsey,8th & 9th Avenue,40.744349,-74.000253,10011,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square                                 
NA,M,M04,3,P.S. 111,440 W. 53rd Street,NA,DOE,Hell's Kitchen,,40.765878,-73.988823,10019,133,1026740,1010620003,Clinton                                                                    
NA,M,M12,10,P.S. 115M,586 W. 177th Street,0.161,DOE,,,40.846542,-73.935205,10033,261,1063228,1021330040,Washington Heights South                                                   
NA,B,B18,45,P.S. 119,3829 Avenue K,NA,DOE,,,40.625662,-73.938265,11210,734,3215816,3077860001,Flatlands                                                                  
NA,Q,Q07,20,P.S. 120Q - Millenium Garden,58-01 136th Street,0.01,DOE,Flushing,58th & 59th Streets,40.745526,-73.829309,11355,80301,4139491,4063730001,Queensboro Hill                                                            
NA,B,B16,41,P.S. 137,121 Saratoga Avenue,0.735,DOE,Bed-Stuy,,40.682458,-73.917088,11233,373,3040878,3015100001,Ocean Hill                                                                 
NA,X,X09,18,P.S. 138X,2060 Lafayette Avenue,1.345,DOE,,,40.822665,-73.853366,10473,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park                            
NA,Q,Q06,0,P.S. 139Q,93-06 63rd Drive,NA,DOE,,,40.72814,-73.863582,11374,693,4072457,4030950050,Rego Park                                                                  
B442,B,B05,37,P.S. 149 - Artsy Bloom Community Garden,365-67 Wyona Street,0.057,DPR,East New York,Developed,40.669564,-73.892328,11207,1158,3000000,3037750024,East New York (Pennsylvania Ave)                                           
NA,B,B16,37,P.S. 155,1355 Herkimer Street,0.689,DOE,,,40.677415,-73.908734,11233,369,3042263,3015520043,Ocean Hill                                                                 
NA,X,X04,16,P.S. 156 Garden,750 Concourse Village West,0.046,DOE,,,40.823174,-73.923326,10451,61,2002454,2024430079,East Concourse-Concourse Village                                           
NA,B,B12,39,P.S. 164 - Stepping Into the New Millenium,4211 14th Avenue,0.069,DOE,,,40.637486,-73.985955,11219,232,3135976,3056000001,Borough Park                                                               
NA,B,B12,44,P.S. 180 - Our Secret Garden,5601-23 16th Avenue  Brooklyn NY 11204,NA,DOE,,,40.627029,-73.989672,11204,470,3130809,3054920001,Borough Park                                                               
NA,B,B17,45,P.S. 181K - Garden Club,1023 New York Avenue,NA,DOE,,,40.648215,-73.946374,11203,856,3327776,3049040010,East Flatbush-Farragut                                                     
NA,M,M10,9,P.S. 185/208M,20 W. 112th Street,NA,DOE,Upper West Side,5th & Lenox Avenue,40.798511,-73.949251,10026,186,1051410,1015950015,Central Harlem South                                                       
X330,X,X03,16,P.S. 186 - Day Treatment Program,745 Jennings Street,0.06,DPR,,Active,40.831804,-73.898396,10459,151,2000000,2029620062,Morrisania-Melrose                                                         
NA,B,B01,34,P.S. 19K - Kid's Garden,"325 South 3rd Street Brooklyn, NY 11211",NA,DOE,Williamsburg,Keap & Rodney,40.709647,-73.95465,11211,527,3063188,3024230001,North Side-South Side                                                      
NA,Q,Q04,0,P.S. 19Q,"99th Street and Roosevelt Avenue.  Queens, NY 11368",NA,DOE,Corona,"98th, 41st Avenue",,,,,,,
NA,M,M10,0,P.S. 200,2599 7th Avenue.  NY NY 10039,NA,TPL/DOE,Central Harlem,150th St,40.824714,-73.936841,10039,236,1060198,1020160100,Central Harlem North-Polo Grounds                                          
NA,M,M10,9,P.S. 207/149,34 W. 118th Street,NA,DOE,,,40.80247,-73.946716,10026,190,1051434,1016010001,Central Harlem South                                                       
NA,B,B17,45,P.S. 208,"4801 Avenue D  Brooklyn, NY 11234",NA,TPL/DOE,,E 48th & 49th Street,40.642031,-73.931151,11203,840,3105680,3047690025,East Flatbush-Farragut                                                     
NA,X,X05,0,P.S. 226 Garden,1950 Sedgwick Avenue,NA,DOE,,corner of West Burnside & Sedgwick,40.856586,-73.916198,10453,249,2096465,2032220100,University Heights-Morris Heights                                          
NA,X,X06,15,P.S. 23,2175 Washington Avenue,NA,DOE,,,40.853423,-73.894463,10457,395,2090472,2030370079,Claremont-Bathgate                                                         
NA,B,N/A,0,P.S. 235,"525 Lenox Road, Brooklyn NY 11203",NA,DOE,North Flatbush,E 39th st,40.654704,-73.941089,11203,814,3107846,3048440001,East Flatbush-Farragut                                                     
NA,M,M10,0,P.S. 242,"134 West 122nd Street, NY, NY 10027",NA,DOE,Central Harlem,"121st & 122nd, 6th & 7th Avenue",40.8063,-73.948013,10027,220,1057683,1019060011,Central Harlem South                                                       
NA,B,B08,0,P.S. 243 - Weeksville School,1580 Dean Street,NA,DOE,Crown Heights,Troy Avenue & Bergen Street,40.676094,-73.935688,11213,309,3035761,3013470001,Crown Heights North                                                        
NA,X,X06,15,P.S. 246,2641 Grand Concourse,NA,DOE,,,40.865593,-73.894758,10468,401,2013830,2031680027,Bedford Park-Fordham North                                                 
NA,B,B11,44,P.S. 247K,7000 21st Avenue,0.04,DOE,,,40.612273,-73.986713,11204,258,3157466,3061740036,Bensonhurst West                                                           
NA,B,B14,40,P.S. 249,18 Marlborough Road,NA,DOE,,,40.64971,-73.966046,11226,506,3116438,3050750001,Flatbush                                                                   
NA,B,B01,34,P.S. 250,108 Montrose Avenue,0.005,DOE,,,40.707104,-73.945475,11206,505,3071199,3030600001,East Williamsburg                                                          
NA,B,B17,41,P.S. 268,133 E. 53rd Street,0.035,DOE,,,40.657131,-73.928018,11203,866,3100292,3046230028,Rugby-Remsen Village                                                       
NA,B,B06,0,P.S. 27 / M.S. 826,27 Huntington Street Brooklyn. NY 11231,NA,DOE,,Hicks Street & Columbia Street,40.677564,-74.005166,11231,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
NA,X,X01,8,P.S. 30X,S/E/C Brook Avenue & E. 141 Street,0.207,DOE,,,,,,,,,
NA,B,B14,45,P.S. 315K,2310 Glenwood  Rd.,NA,DOE,,,40.633232,-73.954655,11210,772,3205780,3075510026,Flatbush                                                                   
M113,M,M03,2,P.S. 361 - The Children's Garden,East 12th Street,0.028,DPR,East Village,Active,,,,,,,
NA,B,B06,39,P.S. 372@834 / The Children's School,219 First Street,NA,DOE,,Carrol Street,40.675628,-73.985634,11215,119,3395604,3004550001,Park Slope-Gowanus                                                         
NA,X,X05,0,P.S. 396 / M.S. 390 X,"1930 Andrews Avenue, Bronx NY 10453",NA,TPL/DOE,Kingbridge Heights,Burnside & University,40.854701,-73.913197,10453,24502,2014692,2032160002,University Heights-Morris Heights                                          
NA,B,B17,40,P.S. 399,2707 Albemarle Road,0.505,DOE,,,40.648044,-73.951891,11226,824,3117396,3051110001,Erasmus                                                                    
NA,M,M12,0,P.S. 4 - Duke Ellington Harmony Garden,500 West 160th Street,NA,DOE,Harlem,,40.834899,-73.941085,10032,245,1062792,1021180022,Washington Heights South                                                   
NA,B,B05,42,P.S. 4 at P.S. 843,530 Stanley Avenue,0.023,DOE,East New York,,40.657212,-73.888852,11207,1104,3324010,3043690001,East New York                                                              
NA,Q,Q12,28,P.S. 48Q,155-02 108th Avenue,NA,DOE,,,40.694119,-73.797003,11433,254,4216099,4101440042,South Jamaica                                                              
NA,Q,Q05,0,P.S. 49Q,79-15 Penelope Avenue,0.007,DOE,,Corner of Penelope & 79th Street,40.719071,-73.875437,11379,663,4069253,4029900045,Middle Village                                                             
B417,B,B05,37,P.S. 4K - Paradise Garden,676-696 Glenmore Avenue,0.3,DPR,East New York,Active,40.674778,-73.885228,11207,1150,3000000,3040000010,East New York                                                              
NA,M,M04,0,P.S. 51,520 West 45th Street  NY  NY 10036,NA,DOE,Clinton Hill,10th & 11th Avenue,40.762061,-73.995307,10036,129,1000000,1010730040,Clinton                                                                    
B485,B,B05,42,P.S. 53,522 Bradford Street,0.062,DPR,East New York,Active,40.666063,-73.890503,11207,1126,3000000,3038090038,East New York (Pennsylvania Ave)                                           
NA,B,B14,40,P.S. 6 - Operation Push,2242-62 Bedford Avenue,NA,DOE,,,40.649347,-73.955793,11226,794,3117230,3051030079,Erasmus                                                                    
NA,X,N/A,0,P.S. 63 X,"1261 Franklyn Avenue.  Bronx, NY 10456",NA,DOE,Morrisania,169th & Fulton Avenue,,,,,,,
NA,X,X01,17,P.S. 65 - Garden Club,677 East 141st,0.034,DOE,,Cypress & Powers,,,,,,,
NA,B,B02,35,P.S. 67 - Charles Dorsey School,51 St. Edwards Street,NA,DOE,,Between Park & Mrytle,40.695633,-73.978215,11205,2901,3332507,3020390002,Fort Greene                                                                
NA,B,B02,33,P.S. 753K @ The Bklyn. School for Career Development,372 Schermerhorn Street,0.032,DOE,Boerum Hill,475 State & 3rd Avenue,40.686419,-73.979444,11217,39,3000600,3001740009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
M356,M,M10,9,P.S. 76 - Garden of Perserverance,203 W. 120th Street   NY NY 10027,0.057,DPR,Harlem,Active,40.80598,-73.951098,10027,220,1000000,1019260027,Central Harlem South                                                       
NA,B,B06,33,P.S. 77K @ P. S 902K,62 Park Place,0.023,DOE,Park Slope,6th & 5th Avenue,40.678983,-73.976497,11217,12902,3259250,3009410050,Park Slope-Gowanus                                                         
NA,Q,N/A,0,P.S. 86Q,87-41 Parsons Boulevard.,NA,DOE,,87th Avenue,40.708898,-73.803938,11432,448,4438678,4097740001,Briarwood-Jamaica Hills                                                    
NA,Q,Q05,26,P.S. 9 - Enis Garden,58-74 57th Street,NA,DOE,,,40.718935,-73.912208,11378,535,4059130,4026310106,Maspeth                                                                    
NA,B,B08,35,P.S. 9 - Winston Robins Memorial Garden,"80 Underhill Avenue  Broolyn, NY   11328",NA,DOE,Prospect Heights,Bergan & Street Marks,40.678297,-73.965541,11238,205,3028204,3011450026,Prospect Heights                                                           
NA,X,X10,0,P.S. 9 X,"230 East 183rd Street, Bronx NY 10458",NA,DOE,Grand Concourse,Ryer & Valentine Avenue,40.857067,-73.898936,10458,38301,2013561,2031500010,Fordham South                                                              
NA,Q,Q10,28,P.S. 96Q - Garden of Hope,130-01 Rockaway Boulevard.,NA,DOE,So. Ozone Park,130th & Lincoln,40.674991,-73.808371,11420,180,4253028,4116940027,South Ozone Park                                                           
NA,M,M12,10,P.S./I.S. 176,4862 Broadway,NA,DOE,,W 204 / Academy St,40.866706,-73.923948,10034,291,1064900,1022340007,Marble Hill-Inwood                                                         
NA,M,N/A,0,P.S./I.S. 217 - Rooselvelt Island School,645 Main Street,NA,DOE,Roosevelt Island,,40.763894,-73.947916,10044,23802,1084848,1013730001,Lenox Hill-Roosevelt Island                                                
NA,B,B02,33,Pacific High School,112 Schermerhorn Street,NA,DOE,Boerum Hill,Boerum Place & Smith Streets,40.690145,-73.989132,11201,43,3000533,3001690009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
X285,X,X01,8,Padre Plaza (Success Garden),541-545 E. 139th Street,0.367,DPR,,Active,40.807883,-73.917885,10454,39,2000000,2022670063,Mott Haven-Port Morris                                                     
NA,B,B05,37,Pagans Garden (Linwood Street Block Association),992 Sutter Avenue,0.034,HPD,,At Linwood Street,40.671292,-73.882217,11208,1164,3089804,3040500121,East New York                                                              
NA,X,X01,17,Palmas del Caribe (Eagle Avenue Community Garden),869 Eagle Avenue,0.241,TPL,Melrose,,40.822057,-73.908481,10456,71,2125885,2026190018,Melrose South-Mott Haven North                                             
NA,M,M11,8,Papos Garden,218-220 E. 119th Street,0.034,TPL,East Harlem,2nd & 3rd,40.799617,-73.937963,10035,188,1000000,1017830038,East Harlem North                                                          
NA,X,X02,18,Paradise on Earth Garden,1101-1105 Fox Street,0.252,NYRP,,East 167th Street,40.82664,-73.893877,10459,125,2117571,2027180052,Morrisania-Melrose                                                         
NA,M,M03,2,Parque De Tranquilidad,314-318 East 4th Street,0.082,TPL,East Village,Avenues C & D,40.722038,-73.97961,10009,2601,1000000,1003730010,Lower East Side                                                            
NA,X,X01,17,Passages Academy,511 E. 149th Street & 511 E. 150th Street,NA,DOE,,,40.81478,-73.914459,10455,71,2088127,2022760001,Melrose South-Mott Haven North                                             
NA,B,B03,41,Patchen Avenue United Block Association,49 Patchen Avenue,0.055,TPL,Bed-Stuy,,40.690708,-73.927603,11221,387,3000000,3016230004,Stuyvesant Heights                                                         
B500,B,B03,41,Patrick Van Doren Pocket Park,123 Malcolm X Avenue,0.039,DPR,Bed-Stuy,Active,,,,,,,
NA,R,R01,,Pavilion Horticultural Garden,Brownell Street #11,NA,PRI,,Brownell St & Tompkins St,,,,,,,
M367,M,M11,8,Peaceful Valley,50-52 East 117th Street,0.052,DPR,East Harlem,Active,40.800487,-73.943961,10035,184,1000000,1016220050,East Harlem North                                                          
M350,M,M03,2,Peachtree Garden,236-238 East 2nd Street,0.12,DPR,East Village,Active,40.72149,-73.98216,10009,2202,1000000,1003850052,Lower East Side                                                            
NA,Q,Q11,19,Pembroke Avenue Community Garden (Van Nostrand Court Garden),E/S Pembroke Avenue,0.095,NYRP,,N/O Little Neck Pkwy.,,,,,,,
NA,B,B04,34,People's Garden (Youth City Little League),1237-1241 Broadway,0.172,TPL,Bed-Stuy,Greene & Bushwick Avenues,40.691653,-73.925825,11221,395,3000000,3032830004,Bushwick South                                                             
B517,B,B16,,Phoenix Community Garden (formerly Somers Street),Corner of Fulton & Somers Street,NA,DPR,,Active,,,,,,,
M299,M,M11,8,Pleasant Village Community Garden,342-353 Pleasant Avenue. /502 E. 119th Street,0.38,DPR/HPD,East Harlem,Active,,,,,,,
B531,B,B03,,Plenty: Food For All,Hunterfly Place and Atlantic Avenue,0.062,DPR,,Active,,,,,,,
B504,B,B18,42,Ponderosa Garden,664 East 105th Street,0.092,DPR,,Active,40.649609,-73.897009,11236,974,3229489,3081730066,Canarsie                                                                   
NA,B,B02,33,Poplar Street Community Garden,Poplar Street,0.028,DOT,Brooklyn Heights,At Hicks St,,,,,,,
B509,B,B05,37,Poppa & Momma Jones Historical Garden,337 Van Siclen Avenue,0.138,DPR,East New York,Active,40.671728,-73.890057,11207,1152,       ,          ,East New York                                                              
B486,B,B16,42,Powell Street Block Association - Powell St,633 Powell Street,0.019,DPR,Brownsville,Active,40.658459,-73.901057,11212,920,3000000,3038580001,Brownsville                                                                
B516,B,B16,42,Powell Street Garden-Livonia,Powell Street,0.459,DPR,Brownsville,Active,,,,,,,
B426,B,B01,34,Powers Street Garden,276-278 Powers Street,0.115,DPR,,Active,40.712955,-73.939721,11211,481,3000000,3029220020,East Williamsburg                                                          
B487,B,B16,41,Preston Community Garden,1711 Park Place,0.58,DPR,Brownsville,Active,40.671827,-73.920811,11233,363,3000000,3014620057,Ocean Hill                                                                 
Q475,Q,Q06,29,Project Eden,Kessel Street,0.108,DPR,Forest Hills,Active,,,,,,,
B423,B,B01,,Project Roots Garden,94 - 110 Walton St.,0.172,DPR,,,40.702631,-73.948631,11206,507,3061348,3022500014,Bedford                                                                    
B506,B,B05,42,Prophecy Garden Church of God of Prophecy,43-69 Malta Street,0.505,DPR/HPD,East New York,Active,40.659475,-73.895603,11207,1130,3397031,3042950065,East New York (Pennsylvania Ave)                                           
B524,B,B08,35,Prospect Heights Community Farm,252-256 St. Marks Avenue,0.193,TPL,Prospect Heights,Active,40.678319,-73.967513,11238,205,3000000,3011520020,Prospect Heights                                                           
M384,M,M11,9,Pueblo Unido,1659 Madison Avenue,0.054,DPR,East Harlem,Active,40.796474,-73.9474,10029,17402,1000000,1016160053,East Harlem South                                                          
X317,X,X03,17,Rainbow Block Association.,379 East 159th Street,0.174,DPR,Melrose,Active,40.823086,-73.914947,10451,141,2000000,2024060029,Morrisania-Melrose                                                         
NA,B,B08,41,Ralph-Lincoln Service Center,1652-1654 St. John's Place,0.163,TPL,Brownsville,,40.670152,-73.923242,11233,359,3389921,3013870039,Crown Heights North                                                        
X325,X,X09,15,Randall Community Garden (Taylor Soundview Block Association),Randall Avenue,0.232,DPR,,Active,,,,,,,
B488,B,B03,36,Red Gate Garden,604 Marcy Avenue,0.086,DPR,Bed-Stuy,Active,40.693796,-73.948905,11206,253,3000000,3017660043,Bedford                                                                    
B126B,B,B07,,Red Hook Farm/Added Value,558 Columbia Street,NA,DPR,Red Hook,Active,40.672562,-74.008692,11231,53,3000000,3006070001,Carroll Gardens-Columbia Street-Red Hook                                   
B489,B,B01,34,Red Shed Garden (GREC),Humbolt Street,0.123,DPR,,Active,,,,,,,
M352,M,M03,2,Relaxation Garden (Suen Dragon Garden),209 Avenue B,0.063,DPR,East Village,Active,40.72859,-73.978637,10009,28,1000000,1003950008,Lower East Side                                                            
M316,M,M10,9,Rev. Linnette C. Williamson Memorial Park,65-67 W. 128th Street,0.057,PRI,West Harlem,Active,40.809144,-73.942758,10027,208,1089069,1017260011,Central Harlem North-Polo Grounds                                          
M071B,M,M12,7,RING Garden - Riverside Inwood Neighborhood Garden,1835 Riverside Drive,0.115,DPR,Inwood,Active,,,,,,,
X335,X,X07,15,Risse Street Community Garden (Triangle Park),2 East Mosholu Parkway,0.694,DPR,,Active,,,,,,,
X245,X,X06,,River Garden,1086 East 180th Street,0.44,DPR,West Farms,Active,40.842204,-73.876529,10460,220,2000000,2040030001,East Tremont                                                               
M072,M,M09,0,Riverside Valley Community Garden,Riverside Park/138th Street,0.115,DPR,Hamilton Heights,Active,,,,,,,
NA,X,X04,16,Roberto Clemente Community Garden,1272-1280 Shakespeare Avenue,0.254,TPL,Highbridge,Shakespeare Avenue & W 169th St,40.839017,-73.922729,10452,211,2000000,2025060087,Highbridge                                                                 
M375,M,M11,8,Rodale Pleasant Park Community Garden,437-39 East 114th Street/448-450 East 115th Street,0.225,NYRP/DPR,East Harlem,Active,,,,,,,
NA,B,B14,40,Rogers/Tilden/Veronica Place Block Association,2601-2603 Tilden Avenue.,0.158,TPL,,,40.646757,-73.952588,11226,794,3000000,3051280070,Erasmus                                                                    
M370,M,M03,2,Sam & Sadie Koenig Garden,237 E. 7th Street,0.04,DPR,East Village,Active,40.723877,-73.97835,10009,2602,1000000,1003770069,Lower East Side                                                            
B490,B,B13,47,Santos White Garden,2110 Mermaid Avenue,0.141,DPR,Coney Island,Active,40.576242,-73.988189,11224,326,3000000,3070580009,Seagate-Coney Island                                                       
X332,X,X02,17,Schomburg Satellite Academy H.S.,869 E 164th Street,0.032,DPR,Morrisania,Active,40.82331,-73.899259,10459,12901,2005219,2026900137,Longwood                                                                   
NA,Q,Q14,31,Seagirt Community Garden,3003 Seagirt Boulevard.,0.138,NYRP,Far Rockaway,B30th & B31st,40.595964,-73.763133,11691,992,4000000,4158060004,Hammels-Arverne-Edgemere                                                   
B530,B,B03,,Seasons of Vision,9-11 Rochester Avenue,0.083,DPR,,Active,40.678834,-73.927378,11233,299,3000000,3017030002,Crown Heights North                                                        
M332,M,M03,1,Secret Garden,293-297 East 4th Street,0.05,DPR,East Village,Active,40.722464,-73.980569,10009,2601,1000000,1003870040,Lower East Side                                                            
NA,B,B13,47,Senior Citizens Block Association of Mermaid Avenue,2917-2923 West 20th Street,NA,HPD,Coney Island,Mermaid & Surf Avenues,40.575997,-73.986807,11224,326,3000000,3070600047,Seagate-Coney Island                                                       
NA,M,M09,7,Serenity Gardens,522 West 146th Street,0.091,TPL,Hamilton Heights,,40.826254,-73.947965,10031,229,1000000,1020770043,Hamilton Heights                                                           
NA,B,B05,42,Sheffield South Block Association,673 Sheffield Avenue,0.087,TPL,East New York,,40.660557,-73.893175,11207,1128,3000000,3042980065,East New York (Pennsylvania Ave)                                           
NA,X,X04,16,Sheridan Manor Community Garden,1340 Sheridan Avenue,0.195,DOE,,,40.837275,-73.913574,10456,17902,2094533,2028300017,East Concourse-Concourse Village                                           
NA,X,X04,16,Sherman Avenue Community Garden,953-955 Sherman Avenue,0.11,TPL,,164th & 165th Streets,40.828252,-73.91911,10456,18302,       ,          ,East Concourse-Concourse Village                                           
B491,B,B05,37,Shield of Faith,79-85 Montauk Street,0.172,DPR,East New York,Active,,,,,,,
B502,B,B03,36,Shiloh Garden Inc.,323-325 Monroe Street,0.074,DPR,,Active,40.686076,-73.945381,11216,265,3000000,3018140045,Bedford                                                                    
B476,B,B16,41,Shma Yisrael,2084-90 Pacific Street,0.145,DPR,Bed-Stuy,Active,40.675795,-73.915903,11233,303,3000000,3014400012,Ocean Hill                                                                 
NA,B,B08,41,Society for Preservation of Weeksville,1688-1696 Bergen Street,0.351,DCA,,Troy & Utica Avenue,40.674829,-73.926867,11213,307,3389901,3013560120,Crown Heights North                                                        
NA,X,X01,17,South Bronx High School - Unity Garden,701 St. Ann's Avenue,0.023,DOE,Melrose,Westchester Avenue & 156th St,40.81825,-73.91103,10455,71,2001153,2023590240,Melrose South-Mott Haven North                                             
B519,B,B03,34,Spencer Street Community Garden,230A Spencer Street,0.043,DPR,Bed-Stuy,Active,40.691602,-73.954593,11205,241,3000000,3017620067,Bedford                                                                    
X345,X,X01,,St. Anns Block Garden Association,666-68 St. Ann's Avenue,0.029,DPR,,Active,40.817078,-73.911494,10455,75,       ,          ,Melrose South-Mott Haven North                                             
B492,B,B05,37,St. John Cantius Parish,476-484 New Jersey Avenue,0.183,DPR,East New York,Active,40.667535,-73.893737,11207,1156,3000000,3037890035,East New York (Pennsylvania Ave)                                           
NA,B,B08,41,St. Johns Place Renaissance Garden,1642 St. John's Place,0.089,TPL,Brownsville,Ralph & Buffalo Avenue,40.670169,-73.92352,11233,359,3000000,3013870034,Crown Heights North                                                        
NA,B,B08,35,St. Marks Avenue/ Prospect Heights Community Garden,207 St. Marks Avenue,0.075,TPL,Prospect Heights,Vanderbilt & Carlton Avenues,40.67871,-73.96929,11238,163,3000000,3011440063,Prospect Heights                                                           
B501,B,B16,41,St. Marks Block Association,"455,457-63 Ralph Avenue",0.196,DPR,Brownsville,Active,,,,,,,
B503,B,B03,36,Stars of Hope Community Garden,213 Madison Street,0.033,DPR,,Active,40.684681,-73.950996,11216,245,3000000,3018170057,Bedford                                                                    
B505,B,B16,41,Sterling Community Group,"1701,1713,1715 Sterling Place",0.116,DPR,Brownsville,Active,,,,,,,
B383,B,B05,,Success Garden,461 Williams Avenue,0.918,DPR,,,40.664659,-73.897865,11207,1130,3000000,3038020001,East New York (Pennsylvania Ave)                                           
NA,M,M03,2,Suffolk Street Community Garden,174 Suffolk Street,0.053,NYRP,Lower East Side,Houston & Stanton,40.720933,-73.985083,10002,3001,1000000,1003500005,Chinatown                                                                  
M319,M,M09,0,Sugar Hill Park,339-341 Edgecombe Avenue.,0.069,DPR,,Active,40.826462,-73.941811,10031,231,1000000,1020530099,Hamilton Heights                                                           
B411,B,B06,39,Summit Street Community Garden,281-283 Columbia Street,0.103,DPR,Red Hook,Active,40.682578,-74.003869,11231,51,3000000,3003530002,Carroll Gardens-Columbia Street-Red Hook                                   
